CodeSite_SamplingOperations_x,Date_SamplingOperation,IBD,IBD_EQR,IBD_EQR_Status,Longitude_Lambert93,Latitude_Lambert93,Watershed,HERlvl1Name,Streamsize
S03135360,2016-08-05,16.1,0.8830409356725146,Good,677397.0,6912189.87,Seine-Normandie,TABLES CALCAIRES,TP
S03135000,2016-09-29,15.4,0.8421052631578947,Good,679938.0,6912505.0,Seine-Normandie,TABLES CALCAIRES,TP
S03135000,2019-09-04,13.4,0.7251461988304093,Moderate,679938.0,6912505.0,Seine-Normandie,TABLES CALCAIRES,TP
S03135360,2022-06-28,16.5,0.9064327485380116,Good,677397.0,6912189.87,Seine-Normandie,TABLES CALCAIRES,TP
S03135000,2022-08-31,14.3,0.7777777777777778,Moderate,679938.0,6912505.0,Seine-Normandie,TABLES CALCAIRES,TP
S03135360,2013-07-04,14.9,0.8128654970760233,Good,677397.0,6912189.87,Seine-Normandie,TABLES CALCAIRES,TP
S03135000,2013-07-15,15.1,0.8245614035087718,Good,679938.0,6912505.0,Seine-Normandie,TABLES CALCAIRES,TP
S03135360,2016-08-05,16.1,0.8830409356725146,Good,677397.0,6912189.87,Seine-Normandie,TABLES CALCAIRES,TP
S03135000,2016-09-29,15.4,0.8421052631578947,Good,679938.0,6912505.0,Seine-Normandie,TABLES CALCAIRES,TP
S03135000,2019-09-04,13.4,0.7251461988304093,Moderate,679938.0,6912505.0,Seine-Normandie,TABLES CALCAIRES,TP
S03135360,2022-06-28,16.5,0.9064327485380116,Good,677397.0,6912189.87,Seine-Normandie,TABLES CALCAIRES,TP
S03135000,2022-08-31,14.3,0.7777777777777778,Moderate,679938.0,6912505.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2010-05-25,15.1,0.8245614035087718,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2011-07-25,15.2,0.830409356725146,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2012-08-30,13.1,0.7076023391812865,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2013-07-04,14.8,0.8070175438596491,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2014-07-02,14.5,0.7894736842105262,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2015-06-23,14.95,0.8157894736842104,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2016-08-17,15.4,0.8421052631578947,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2017-10-05,13.0,0.7017543859649122,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2018-08-13,13.4,0.7251461988304093,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2019-10-02,13.8,0.7485380116959064,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2020-09-08,14.6,0.7953216374269005,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03135860,2020-09-23,13.2,0.7134502923976607,Moderate,673589.0,6911845.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2021-08-30,14.8,0.8070175438596491,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03135860,2022-06-28,14.6,0.7953216374269005,Good,673589.0,6911845.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2022-09-01,14.2,0.7719298245614034,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2010-05-25,15.1,0.8245614035087718,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2011-07-25,15.2,0.830409356725146,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2012-08-30,13.1,0.7076023391812865,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03135940,2013-07-04,16.2,0.8888888888888887,Good,671203.84,6912609.8,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2013-07-04,14.8,0.8070175438596491,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2014-07-02,14.5,0.7894736842105262,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2015-06-23,14.95,0.8157894736842104,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03135940,2016-08-05,15.2,0.830409356725146,Good,671203.84,6912609.8,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2016-08-17,15.4,0.8421052631578947,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2017-10-05,13.0,0.7017543859649122,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2018-08-13,13.4,0.7251461988304093,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2019-10-02,13.8,0.7485380116959064,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2020-09-08,14.6,0.7953216374269005,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2021-08-30,14.8,0.8070175438596491,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2022-09-01,14.2,0.7719298245614034,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2010-05-25,15.1,0.8245614035087718,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2011-07-25,15.2,0.830409356725146,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2012-08-30,13.1,0.7076023391812865,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2013-07-04,14.8,0.8070175438596491,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03135940,2013-07-04,16.2,0.8888888888888887,Good,671203.84,6912609.8,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2014-07-02,14.5,0.7894736842105262,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2015-06-23,14.95,0.8157894736842104,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03135940,2016-08-05,15.2,0.830409356725146,Good,671203.84,6912609.8,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2016-08-17,15.4,0.8421052631578947,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2017-10-05,13.0,0.7017543859649122,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2018-08-13,13.4,0.7251461988304093,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2019-10-02,13.8,0.7485380116959064,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2020-09-08,14.6,0.7953216374269005,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2021-08-30,14.8,0.8070175438596491,Good,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136000,2022-09-01,14.2,0.7719298245614034,Moderate,671205.0,6911549.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136600,2010-08-23,15.5,0.8479532163742689,Good,664889.0,6911248.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136600,2013-07-03,16.0,0.8771929824561403,Good,664889.0,6911248.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136840,2013-07-05,15.3,0.8362573099415205,Good,664913.0,6909118.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136840,2016-08-05,14.6,0.7953216374269005,Good,664913.0,6909118.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136600,2016-09-29,14.8,0.8070175438596491,Good,664889.0,6911248.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136840,2021-08-30,13.6,0.7368421052631579,Moderate,664913.0,6909118.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136600,2022-06-28,14.3,0.7777777777777778,Moderate,664889.0,6911248.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136840,2022-06-28,12.6,0.6783625730994152,Moderate,664913.0,6909118.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136600,2010-08-23,15.5,0.8479532163742689,Good,664889.0,6911248.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136600,2013-07-03,16.0,0.8771929824561403,Good,664889.0,6911248.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136840,2013-07-05,15.3,0.8362573099415205,Good,664913.0,6909118.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136840,2016-08-05,14.6,0.7953216374269005,Good,664913.0,6909118.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136600,2016-09-29,14.8,0.8070175438596491,Good,664889.0,6911248.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136840,2021-08-30,13.6,0.7368421052631579,Moderate,664913.0,6909118.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136840,2022-06-28,12.6,0.6783625730994152,Moderate,664913.0,6909118.0,Seine-Normandie,TABLES CALCAIRES,TP
S03136600,2022-06-28,14.3,0.7777777777777778,Moderate,664889.0,6911248.0,Seine-Normandie,TABLES CALCAIRES,TP
S03166490,2010-08-23,13.5,0.7309941520467835,Moderate,660037.0,6905043.0,Seine-Normandie,TABLES CALCAIRES,M
S03137000,2011-07-18,13.6,0.7368421052631579,Moderate,661704.0,6907052.0,Seine-Normandie,TABLES CALCAIRES,TP
S03166490,2011-07-28,14.2,0.7719298245614035,Moderate,660037.0,6905043.0,Seine-Normandie,TABLES CALCAIRES,M
S03137000,2014-09-09,13.5,0.7309941520467835,Moderate,661704.0,6907052.0,Seine-Normandie,TABLES CALCAIRES,TP
S03166490,2015-06-18,14.9,0.8128654970760233,Good,660037.0,6905043.0,Seine-Normandie,TABLES CALCAIRES,M
S03137000,2017-10-05,14.3,0.7777777777777778,Moderate,661704.0,6907052.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137000,2018-07-25,14.8,0.8070175438596491,Good,661704.0,6907052.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137000,2022-08-26,14.0,0.7602339181286549,Moderate,661704.0,6907052.0,Seine-Normandie,TABLES CALCAIRES,TP
S03166490,2022-08-31,14.0,0.7602339181286549,Moderate,660037.0,6905043.0,Seine-Normandie,TABLES CALCAIRES,M
S03168035,2010-08-23,14.9,0.8128654970760233,Good,658462.0,6899683.0,Seine-Normandie,TABLES CALCAIRES,P
S03137290,2011-07-18,13.95,0.7573099415204678,Moderate,657959.0,6901692.0,Seine-Normandie,TABLES CALCAIRES,TP
S03168035,2012-07-12,13.0,0.7017543859649122,Moderate,658462.0,6899683.0,Seine-Normandie,TABLES CALCAIRES,P
S03168035,2013-07-04,13.25,0.7163742690058479,Moderate,658462.0,6899683.0,Seine-Normandie,TABLES CALCAIRES,P
S03168035,2014-08-18,13.5,0.7309941520467835,Moderate,658462.0,6899683.0,Seine-Normandie,TABLES CALCAIRES,P
S03137290,2014-09-09,15.2,0.830409356725146,Good,657959.0,6901692.0,Seine-Normandie,TABLES CALCAIRES,TP
S03168035,2015-07-22,14.45,0.7865497076023391,Good,658462.0,6899683.0,Seine-Normandie,TABLES CALCAIRES,P
S03168035,2016-09-29,15.4,0.8421052631578947,Good,658462.0,6899683.0,Seine-Normandie,TABLES CALCAIRES,P
S03168035,2017-07-07,15.1,0.8245614035087718,Good,658462.0,6899683.0,Seine-Normandie,TABLES CALCAIRES,P
S03137290,2017-10-04,13.6,0.7368421052631579,Moderate,657959.0,6901692.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137290,2018-07-25,14.6,0.7953216374269005,Good,657959.0,6901692.0,Seine-Normandie,TABLES CALCAIRES,TP
S03168035,2019-10-07,15.0,0.8187134502923976,Good,658462.0,6899683.0,Seine-Normandie,TABLES CALCAIRES,P
S03137290,2022-08-26,14.5,0.7894736842105262,Good,657959.0,6901692.0,Seine-Normandie,TABLES CALCAIRES,TP
S03168035,2022-09-01,15.3,0.8362573099415205,Good,658462.0,6899683.0,Seine-Normandie,TABLES CALCAIRES,P
S03167350,2010-07-19,10.1,0.5321637426900584,Poor,677204.0,6889256.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137570,2010-08-17,11.75,0.6286549707602338,Moderate,672957.0,6891455.0,Seine-Normandie,TABLES CALCAIRES,TP
S03167350,2013-07-15,13.4,0.7251461988304093,Moderate,677204.0,6889256.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137570,2014-07-22,14.2,0.7719298245614034,Moderate,672957.0,6891455.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137570,2014-07-29,14.5,0.7894736842105262,Good,672957.0,6891455.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137570,2015-06-22,14.8,0.8070175438596491,Good,672957.0,6891455.0,Seine-Normandie,TABLES CALCAIRES,TP
S03167350,2016-09-29,12.2,0.654970760233918,Moderate,677204.0,6889256.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137570,2019-07-15,15.3,0.8362573099415205,Good,672957.0,6891455.0,Seine-Normandie,TABLES CALCAIRES,TP
S03167350,2022-06-30,13.1,0.7076023391812865,Moderate,677204.0,6889256.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137623,2013-07-16,14.5,0.7894736842105262,Good,666382.08,6894629.37,Seine-Normandie,TABLES CALCAIRES,TP
S03137623,2014-07-29,15.1,0.8245614035087718,Good,666382.08,6894629.37,Seine-Normandie,TABLES CALCAIRES,TP
S03167820,2015-08-04,12.8,0.6900584795321637,Moderate,667459.0,6900045.0,Seine-Normandie,TABLES CALCAIRES,P
S03137623,2018-07-26,14.0,0.7602339181286549,Moderate,666382.08,6894629.37,Seine-Normandie,TABLES CALCAIRES,TP
S03167820,2022-09-01,15.3,0.8362573099415205,Good,667459.0,6900045.0,Seine-Normandie,TABLES CALCAIRES,P
S03137685,2010-08-23,13.8,0.7485380116959064,Moderate,655056.0,6895220.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137830,2010-09-02,14.5,0.7894736842105262,Good,655185.0,6894175.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137685,2012-07-25,14.2,0.7719298245614034,Moderate,655056.0,6895220.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137830,2012-07-25,14.7,0.8011695906432748,Good,655185.0,6894175.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137830,2014-08-18,14.9,0.8128654970760233,Good,655185.0,6894175.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137685,2015-06-22,15.2,0.830409356725146,Good,655056.0,6895220.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137830,2015-06-22,14.8,0.8070175438596491,Good,655185.0,6894175.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137830,2015-07-20,15.2,0.830409356725146,Good,655185.0,6894175.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137830,2020-06-18,15.0,0.8187134502923976,Good,655185.0,6894175.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137685,2020-08-06,14.8,0.8070175438596491,Good,655056.0,6895220.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137685,2010-08-23,13.8,0.7485380116959064,Moderate,655056.0,6895220.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137830,2010-09-02,14.5,0.7894736842105262,Good,655185.0,6894175.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137830,2012-07-25,14.7,0.8011695906432748,Good,655185.0,6894175.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137685,2012-07-25,14.2,0.7719298245614034,Moderate,655056.0,6895220.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137830,2014-08-18,14.9,0.8128654970760233,Good,655185.0,6894175.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137830,2015-06-22,14.8,0.8070175438596491,Good,655185.0,6894175.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137685,2015-06-22,15.2,0.830409356725146,Good,655056.0,6895220.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137830,2015-07-20,15.2,0.830409356725146,Good,655185.0,6894175.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137830,2020-06-18,15.0,0.8187134502923976,Good,655185.0,6894175.0,Seine-Normandie,TABLES CALCAIRES,TP
S03137685,2020-08-06,14.8,0.8070175438596491,Good,655056.0,6895220.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138000,2010-08-23,14.1,0.7660818713450291,Moderate,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2010-08-23,14.5,0.7894736842105262,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138000,2012-07-04,15.4,0.8421052631578947,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138000,2013-07-25,14.8,0.8070175438596491,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2014-08-18,15.2,0.830409356725146,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138000,2014-08-21,14.5,0.7894736842105262,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138000,2015-06-23,14.6,0.7953216374269005,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2015-07-20,15.0,0.8187134502923976,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138000,2016-09-20,14.6,0.7953216374269005,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2017-09-22,15.5,0.8479532163742689,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138000,2017-10-04,14.8,0.8070175438596491,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2018-06-22,15.1,0.8245614035087718,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138000,2018-08-16,14.5,0.7894736842105262,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138000,2019-10-07,13.4,0.7251461988304093,Moderate,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2019-10-07,14.5,0.7894736842105262,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138000,2020-07-29,14.5,0.7894736842105262,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138000,2021-08-31,14.25,0.7748538011695906,Moderate,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138000,2022-08-25,14.0,0.7602339181286549,Moderate,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2022-09-14,14.8,0.8070175438596491,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138390,2010-05-18,17.7,0.9766081871345028,High,641921.0,6900333.0,Seine-Normandie,TABLES CALCAIRES,P
S03166945,2010-07-15,15.9,0.871345029239766,Good,638352.0,6893976.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138390,2011-07-27,15.4,0.8421052631578947,Good,641921.0,6900333.0,Seine-Normandie,TABLES CALCAIRES,P
S03166945,2012-07-25,15.9,0.871345029239766,Good,638352.0,6893976.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138390,2012-08-24,15.2,0.830409356725146,Good,641921.0,6900333.0,Seine-Normandie,TABLES CALCAIRES,P
S03138390,2013-07-04,14.75,0.804093567251462,Good,641921.0,6900333.0,Seine-Normandie,TABLES CALCAIRES,P
S03138390,2014-08-18,14.3,0.7777777777777778,Moderate,641921.0,6900333.0,Seine-Normandie,TABLES CALCAIRES,P
S03138390,2015-07-23,14.7,0.8011695906432748,Good,641921.0,6900333.0,Seine-Normandie,TABLES CALCAIRES,P
S03166945,2015-09-01,13.4,0.7251461988304093,Moderate,638352.0,6893976.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138390,2016-08-04,13.5,0.7309941520467835,Moderate,641921.0,6900333.0,Seine-Normandie,TABLES CALCAIRES,P
S03166945,2016-09-05,15.8,0.8654970760233918,Good,638352.0,6893976.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138390,2017-09-22,14.4,0.783625730994152,Good,641921.0,6900333.0,Seine-Normandie,TABLES CALCAIRES,P
S03138390,2018-06-21,14.5,0.7894736842105262,Good,641921.0,6900333.0,Seine-Normandie,TABLES CALCAIRES,P
S03138390,2019-07-22,14.6,0.7953216374269005,Good,641921.0,6900333.0,Seine-Normandie,TABLES CALCAIRES,P
S03166945,2020-08-05,15.3,0.8362573099415205,Good,638352.0,6893976.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138390,2020-09-08,14.5,0.7894736842105263,Good,641921.0,6900333.0,Seine-Normandie,TABLES CALCAIRES,P
S03138390,2021-06-22,14.4,0.783625730994152,Good,641921.0,6900333.0,Seine-Normandie,TABLES CALCAIRES,P
S03138390,2022-09-14,15.7,0.8596491228070174,Good,641921.0,6900333.0,Seine-Normandie,TABLES CALCAIRES,P
S03138485,2010-08-23,14.5,0.7894736842105262,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138000,2010-08-23,14.1,0.7660818713450291,Moderate,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138000,2012-07-04,15.4,0.8421052631578947,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138000,2013-07-25,14.8,0.8070175438596491,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2014-08-18,15.2,0.830409356725146,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138000,2014-08-21,14.5,0.7894736842105262,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138000,2015-06-23,14.6,0.7953216374269005,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2015-07-20,15.0,0.8187134502923976,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138000,2016-09-20,14.6,0.7953216374269005,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2017-09-22,15.5,0.8479532163742689,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138000,2017-10-04,14.8,0.8070175438596491,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2018-06-22,15.1,0.8245614035087718,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138000,2018-08-16,14.5,0.7894736842105262,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2019-10-07,14.5,0.7894736842105262,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138000,2019-10-07,13.4,0.7251461988304093,Moderate,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138000,2020-07-29,14.5,0.7894736842105262,Good,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138000,2021-08-31,14.25,0.7748538011695906,Moderate,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138000,2022-08-25,14.0,0.7602339181286549,Moderate,647848.0,6894199.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2022-09-14,14.8,0.8070175438596491,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138485,2010-08-23,14.5,0.7894736842105262,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138550,2012-07-04,14.85,0.8099415204678362,Good,646574.0,6893022.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2014-08-18,15.2,0.830409356725146,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138485,2015-07-20,15.0,0.8187134502923976,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138550,2017-07-04,7.8,0.3976608187134503,Poor,646574.0,6893022.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2017-09-22,15.5,0.8479532163742689,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138485,2018-06-22,15.1,0.8245614035087718,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138550,2019-07-02,15.6,0.8538011695906432,Good,646574.0,6893022.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2019-10-07,14.5,0.7894736842105262,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138550,2020-08-05,15.0,0.8187134502923976,Good,646574.0,6893022.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138485,2022-09-14,14.8,0.8070175438596491,Good,646836.0,6894163.0,Seine-Normandie,TABLES CALCAIRES,P
S03138800,2010-08-23,14.5,0.7894736842105262,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2011-08-17,14.6,0.7953216374269005,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2012-07-04,14.7,0.8011695906432748,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2013-07-25,14.9,0.8128654970760233,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2014-08-26,14.600000000000001,0.7953216374269005,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2015-06-16,14.3,0.7777777777777778,Moderate,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138728,2015-06-23,15.6,0.8538011695906432,Good,642594.65,6887769.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2016-08-18,14.5,0.7894736842105262,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2017-08-14,13.8,0.7485380116959064,Moderate,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2018-07-17,14.6,0.7953216374269005,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138728,2019-07-02,16.2,0.8888888888888887,Good,642594.65,6887769.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2019-08-20,15.0,0.8187134502923976,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2020-05-25,15.4,0.8421052631578947,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2021-09-01,14.7,0.8011695906432748,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2022-08-25,14.4,0.783625730994152,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2010-08-23,14.5,0.7894736842105262,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2011-08-17,14.6,0.7953216374269005,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2012-07-04,14.7,0.8011695906432748,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2013-07-25,14.9,0.8128654970760233,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2014-08-26,14.600000000000001,0.7953216374269005,Good,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138800,2015-06-16,14.3,0.7777777777777778,Moderate,641855.0,6887463.0,Seine-Normandie,TABLES CALCAIRES,TP
S03138728,2015-06-23,15.6,0.8538011695906432,Good,642594.65,6887769.0,Seine-Normandie,TABLES CALCAIRES,TP
